id2,y,x,w
78,42.0813,-1.2098,1.1906
78,42.9644,1.2236,1.1906
78,44.7196,-1.2046,1.1906
78,45.8259,-2.4442,1.1906
79,46.2977,-1.0358,1.8460
79,49.4188,-0.2067,1.8460
79,46.6182,-0.7067,1.8460
79,40.4097,-1.8219,1.8460
79,45.3735,-1.2547,1.8460
79,51.1985,0.6680,1.8460
79,45.6967,-0.7233,1.8460
79,48.3196,0.0069,1.8460
79,43.8283,-1.4042,1.8460
79,42.4786,-1.5700,1.8460
80,53.3607,1.3922,-0.0052
80,53.5359,2.1300,-0.0052
80,50.5294,0.7126,-0.0052
80,50.7068,0.7687,-0.0052
80,49.7439,-0.3701,-0.0052
80,51.6356,0.3060,-0.0052
80,51.3093,0.3636,-0.0052
80,50.8557,0.7150,-0.0052
80,51.2665,0.2705,-0.0052
80,49.3748,0.2784,-0.0052
81,49.0290,1.5620,-0.9227
81,45.5299,0.5070,-0.9227
81,43.3342,-0.1420,-0.9227
81,47.3834,0.6688,-0.9227
81,45.8241,0.3555,-0.9227
81,43.6609,-0.9292,-0.9227
81,49.1079,1.7858,-0.9227
81,45.3205,0.1928,-0.9227
81,46.7218,0.5067,-0.9227
81,44.8046,0.2421,-0.9227
82,60.0900,-0.2890,0.7359
82,61.8781,-0.1607,0.7359
82,60.8937,-0.5432,0.7359
82,59.3963,-0.4398,0.7359
82,61.5366,-0.5423,0.7359
82,60.3796,-1.2526,0.7359
82,59.9782,-0.1741,0.7359
82,57.8830,-1.1153,0.7359
82,61.4361,-0.4918,0.7359
82,61.8200,0.4116,0.7359
83,39.2222,0.1153,-1.8227
83,36.6175,-0.4142,-1.8227
83,32.4481,-0.9095,-1.8227
83,27.8920,-1.1957,-1.8227
83,35.0613,-0.1284,-1.8227
83,35.1104,-0.3918,-1.8227
83,33.8268,-0.6970,-1.8227
83,36.5497,-0.1511,-1.8227
83,33.2124,-0.9720,-1.8227
83,39.5393,0.4927,-1.8227
84,48.7977,-0.0150,0.5232
84,47.9802,-1.1562,0.5232
84,53.1142,0.1985,0.5232
84,52.0709,0.8604,0.5232
84,49.6743,0.0569,0.5232
84,47.1997,-1.1216,0.5232
84,55.4866,1.2523,0.5232
84,45.2600,-1.4133,0.5232
84,48.1118,-0.8071,0.5232
84,52.1621,0.1983,0.5232
85,39.3962,-1.0478,-0.9936
85,47.2089,0.0899,-0.9936
85,60.5290,1.5561,-0.9936
85,47.3657,-0.1323,-0.9936
85,53.5251,0.5957,-0.9936
85,34.0690,-1.9885,-0.9936
85,55.2395,0.8963,-0.9936
85,56.8536,1.0040,-0.9936
85,56.4714,1.1110,-0.9936
85,56.8076,0.7131,-0.9936
86,61.7293,0.9788,0.7916
86,70.6465,2.5917,0.7916
86,63.3009,0.5281,0.7916
86,61.6298,0.5710,0.7916
86,75.2313,3.4428,0.7916
86,74.9301,3.5848,0.7916
86,61.2787,1.0355,0.7916
86,66.7068,1.7868,0.7916
86,66.9651,1.3314,0.7916
86,63.7022,1.1126,0.7916
87,35.0848,-0.5008,-0.5506
87,35.5847,-2.0535,-0.5506
87,33.5208,-1.1698,-0.5506
87,34.7319,0.6764,-0.5506
87,36.3673,-0.4398,-0.5506
87,33.6595,-1.5043,-0.5506
87,35.8440,0.6408,-0.5506
87,36.0277,-1.9839,-0.5506
87,33.4813,-2.1225,-0.5506
87,36.3071,-1.5065,-0.5506
88,37.4290,-1.1423,-1.8674
88,38.8620,-0.8480,-1.8674
88,43.2232,-0.1886,-1.8674
88,42.9330,-0.7500,-1.8674
88,55.9005,1.3620,-1.8674
88,39.2420,-0.6639,-1.8674
88,40.8828,-0.5332,-1.8674
88,38.3920,-0.9714,-1.8674
88,40.5995,-0.5256,-1.8674
88,43.1565,-0.2318,-1.8674
89,52.9464,1.5436,0.5879
89,47.0570,-0.4148,0.5879
89,52.8493,0.8669,0.5879
89,45.8009,-1.0988,0.5879
89,53.4987,1.5502,0.5879
89,51.6532,1.1094,0.5879
89,51.8471,1.6729,0.5879
89,49.9056,1.2295,0.5879
89,52.5362,0.9011,0.5879
89,55.2845,2.1266,0.5879
90,46.5209,-1.2407,-0.0487
90,41.5498,-1.9862,-0.0487
90,58.8925,0.2766,-0.0487
90,37.9585,-2.4120,-0.0487
90,42.5941,-1.6163,-0.0487
90,44.5402,-1.6321,-0.0487
90,44.7936,-1.5430,-0.0487
90,50.5874,-0.9013,-0.0487
90,40.9891,-2.3303,-0.0487
90,47.5167,-1.2016,-0.0487
91,43.3461,-0.2502,-0.4425
91,40.6650,-0.5947,-0.4425
91,44.4976,0.0940,-0.4425
91,48.5097,1.4350,-0.4425
91,52.1965,1.8356,-0.4425
91,47.2145,0.7421,-0.4425
91,44.9643,0.3185,-0.4425
91,47.6482,1.4386,-0.4425
91,53.3985,2.2762,-0.4425
91,50.0536,0.8610,-0.4425
92,57.5958,0.3682,0.2389
92,52.9128,-0.2481,0.2389
92,56.3529,0.1883,0.2389
92,49.7452,-0.7709,0.2389
92,62.6763,1.4381,0.2389
92,43.3266,-1.3607,0.2389
92,63.8841,1.1500,0.2389
92,54.4292,0.0891,0.2389
92,43.7525,-1.1715,0.2389
92,55.5696,0.1585,0.2389
93,39.3902,0.6877,-0.8142
93,40.0897,0.4771,-0.8142
93,36.2514,1.5509,-0.8142
93,40.4853,0.9315,-0.8142
93,42.1427,0.0354,-0.8142
93,34.6227,2.4491,-0.8142
93,35.5644,2.7497,-0.8142
93,40.9787,0.5153,-0.8142
93,34.4251,2.7065,-0.8142
93,40.6210,0.1303,-0.8142
94,37.7160,-1.8637,-0.5621
94,53.5447,-0.0283,-0.5621
94,42.0583,-1.6439,-0.5621
94,53.7446,0.2558,-0.5621
94,58.1723,0.9123,-0.5621
94,58.5814,1.1776,-0.5621
94,48.1348,-0.8444,-0.5621
94,55.5814,0.7818,-0.5621
94,54.8329,0.5810,-0.5621
94,52.4559,0.3159,-0.5621
95,42.4797,-1.7974,0.5887
95,29.6687,1.2836,0.5887
95,34.9687,-0.1289,0.5887
95,35.1349,-0.4419,0.5887
95,32.1422,-0.0245,0.5887
95,41.8014,-2.2914,0.5887
95,39.5455,-2.0649,0.5887
95,38.6164,-0.9472,0.5887
95,41.5900,-2.1971,0.5887
95,36.7895,-0.8514,0.5887
96,43.1472,-0.7627,1.4815
96,45.5391,-0.4601,1.4815
96,45.4171,-0.3583,1.4815
96,44.0458,-0.8662,1.4815
96,33.6079,-3.3464,1.4815
96,40.6494,-2.0583,1.4815
96,46.0919,-0.3417,1.4815
96,39.8501,-1.4227,1.4815
96,44.3259,-0.6193,1.4815
96,41.4845,-1.2201,1.4815
97,46.7851,-1.0041,0.1337
97,45.7931,-2.0728,0.1337
97,49.3247,-0.9490,0.1337
97,48.2563,-0.2982,0.1337
97,43.2099,-2.5432,0.1337
97,53.6089,1.8675,0.1337
97,47.5025,-0.4888,0.1337
97,47.4717,-1.3397,0.1337
97,47.0139,-0.5018,0.1337
97,50.5167,0.0049,0.1337
98,41.6634,1.0081,-0.4087
98,44.8997,1.7776,-0.4087
98,46.8159,2.2122,-0.4087
98,44.4527,1.5095,-0.4087
98,38.3358,0.0613,-0.4087
98,42.6255,1.3483,-0.4087
98,41.5496,1.5582,-0.4087
98,47.5744,2.2426,-0.4087
98,43.0342,1.2154,-0.4087
98,44.5284,1.7997,-0.4087
99,41.3948,-3.2743,0.8548
99,61.4042,-0.4594,0.8548
99,43.4745,-2.6644,0.8548
99,61.8755,-0.3829,0.8548
99,48.1645,-2.0808,0.8548
99,68.1203,0.3583,0.8548
99,44.8884,-2.7153,0.8548
99,53.3664,-1.6285,0.8548
99,54.7048,-1.3425,0.8548
99,51.8686,-1.7432,0.8548
100,39.3462,0.5134,0.1389
100,45.1012,-0.8613,0.1389
100,42.9882,-0.1683,0.1389
100,34.9775,2.0254,0.1389
100,38.4629,0.9685,0.1389
100,38.3494,1.2637,0.1389
100,41.2237,0.9686,0.1389
100,39.8990,1.0331,0.1389
100,39.7860,0.5078,0.1389
100,39.8550,0.2591,0.1389
101,40.5121,0.9470,-0.3312
101,39.5921,2.1252,-0.3312
101,39.5029,1.1035,-0.3312
101,37.0011,0.1220,-0.3312
101,36.5931,-0.2208,-0.3312
101,36.8827,1.0329,-0.3312
101,38.4273,1.4128,-0.3312
101,42.3505,2.7475,-0.3312
101,38.9560,1.1673,-0.3312
101,36.9424,1.0828,-0.3312
102,50.4205,-0.1269,-0.4093
102,49.9616,0.2171,-0.4093
102,50.1651,0.1904,-0.4093
102,54.6736,1.2370,-0.4093
102,54.6030,1.5799,-0.4093
102,53.5687,1.0290,-0.4093
102,54.1540,1.1212,-0.4093
102,52.4541,0.4865,-0.4093
102,49.3496,-0.3491,-0.4093
102,53.6272,1.0354,-0.4093
103,42.9900,0.0162,-0.8341
103,39.0965,0.1049,-0.8341
103,48.8740,-0.6166,-0.8341
103,37.8974,0.5096,-0.8341
103,54.6291,-1.6947,-0.8341
103,45.7575,-0.5625,-0.8341
103,45.8811,-0.4643,-0.8341
103,46.2733,-0.2998,-0.8341
103,32.3659,1.3181,-0.8341
103,31.1199,1.5980,-0.8341
104,51.0439,1.0242,0.3352
104,48.6764,0.7787,0.3352
104,47.4309,0.4831,0.3352
104,40.4381,-0.6176,0.3352
104,56.3188,1.8467,0.3352
104,49.3547,0.8859,0.3352
104,44.8269,-0.0092,0.3352
104,46.9006,0.4232,0.3352
104,41.2137,-0.4118,0.3352
104,51.1493,1.2503,0.3352
105,50.2779,-0.6922,-0.2179
105,39.9356,-1.5488,-0.2179
105,17.5969,-3.2038,-0.2179
105,50.4406,-0.6135,-0.2179
105,27.6851,-2.5086,-0.2179
105,38.0675,-1.7348,-0.2179
105,52.8150,-0.4150,-0.2179
105,34.0326,-2.0781,-0.2179
105,43.8963,-1.3056,-0.2179
105,33.8156,-1.9666,-0.2179
106,43.1036,-1.8899,-1.5156
106,35.0787,-3.4892,-1.5156
106,33.5290,-3.2627,-1.5156
106,39.2578,-2.6922,-1.5156
106,35.9915,-3.1255,-1.5156
106,32.1252,-3.8566,-1.5156
106,30.8694,-4.2838,-1.5156
106,42.2881,-1.9354,-1.5156
106,46.3204,-0.9305,-1.5156
106,33.1875,-3.6972,-1.5156
107,52.1315,2.3564,-0.5707
107,51.2381,-1.6626,-0.5707
107,51.7356,0.3758,-0.5707
107,50.6486,-0.8588,-0.5707
107,50.4072,1.1732,-0.5707
107,49.9325,-0.8402,-0.5707
107,50.8556,1.3697,-0.5707
107,52.5931,-0.2143,-0.5707
107,53.0993,0.3030,-0.5707
107,53.4197,-1.5084,-0.5707
108,59.9698,1.2837,0.2733
108,60.1012,-0.5563,0.2733
108,61.1718,-1.2355,0.2733
108,61.2992,0.6973,0.2733
108,60.3117,-0.7977,0.2733
108,60.7842,0.2253,0.2733
108,60.7548,0.3880,0.2733
108,60.6084,0.6829,0.2733
108,57.9630,0.0123,0.2733
108,63.9068,-0.0458,0.2733
109,38.6908,-0.9594,-0.7729
109,46.7451,0.3656,-0.7729
109,44.5440,-0.0475,-0.7729
109,46.0969,0.0510,-0.7729
109,44.1186,-0.7151,-0.7729
109,29.7402,-3.4042,-0.7729
109,39.2981,-1.3194,-0.7729
109,41.0281,-1.0350,-0.7729
109,37.3074,-1.4458,-0.7729
109,47.3661,0.2556,-0.7729
110,41.0588,-1.3860,0.0489
110,43.1779,-0.0623,0.0489
110,47.9867,0.2469,0.0489
110,40.5080,-1.0367,0.0489
110,40.2402,-1.4872,0.0489
110,49.2639,1.2228,0.0489
110,45.9385,0.4329,0.0489
110,43.2890,-0.6018,0.0489
110,44.0007,-0.1990,0.0489
110,44.5352,-0.4179,0.0489
111,52.2292,3.2318,1.7489
111,48.7109,1.5129,1.7489
111,40.0983,-0.2892,1.7489
111,39.1476,0.0411,1.7489
111,51.5053,3.2971,1.7489
111,35.8957,-0.5834,1.7489
111,48.8898,1.3841,1.7489
111,39.8995,-0.3577,1.7489
111,37.8018,-1.2671,1.7489
111,43.8745,0.7807,1.7489
112,52.5780,0.0597,0.5959
112,54.3274,1.0512,0.5959
112,54.1706,1.6359,0.5959
112,54.4077,2.1518,0.5959
112,49.7464,-0.4100,0.5959
112,49.6727,-0.1274,0.5959
112,57.6003,2.6494,0.5959
112,48.6258,-0.3192,0.5959
112,48.4474,-0.7539,0.5959
112,49.5339,-0.1114,0.5959
113,40.8652,0.5060,-1.0473
113,39.3007,0.6522,-1.0473
113,39.2154,-0.2590,-1.0473
113,39.9895,0.9291,-1.0473
113,41.7651,0.8676,-1.0473
113,39.4322,0.7616,-1.0473
113,43.0918,1.4069,-1.0473
113,35.9973,0.2245,-1.0473
113,39.2665,0.6632,-1.0473
113,38.4340,0.5885,-1.0473
114,42.0869,1.0633,-0.9179
114,40.8238,0.1123,-0.9179
114,42.8214,1.1127,-0.9179
114,42.0268,0.0197,-0.9179
114,43.0043,0.7426,-0.9179
114,38.8036,-0.0628,-0.9179
114,38.6442,0.2875,-0.9179
114,38.3676,-1.0117,-0.9179
114,41.0454,-0.6910,-0.9179
114,40.2781,-0.4244,-0.9179
115,42.4274,-0.9960,-0.9588
115,41.1726,-0.5055,-0.9588
115,35.8630,1.8907,-0.9588
115,34.8187,1.9314,-0.9588
115,39.1122,0.0920,-0.9588
115,43.3856,-1.4780,-0.9588
115,38.4283,0.1317,-0.9588
115,40.3412,-0.2098,-0.9588
115,42.0321,-0.1951,-0.9588
115,43.9688,-1.0890,-0.9588
116,43.7213,0.9460,-1.2514
116,30.3199,-1.0936,-1.2514
116,35.7871,0.0334,-1.2514
116,31.1212,-0.8645,-1.2514
116,40.9807,0.8063,-1.2514
116,43.5982,1.6576,-1.2514
116,48.6234,1.9444,-1.2514
116,33.7581,-0.9242,-1.2514
116,39.2758,0.3555,-1.2514
116,44.2938,1.5511,-1.2514
117,63.6782,4.2715,1.4215
117,61.2739,3.2644,1.4215
117,59.2394,2.6685,1.4215
117,57.7532,1.1345,1.4215
117,62.8113,2.8970,1.4215
117,59.6278,2.9918,1.4215
117,62.2636,3.0302,1.4215
117,63.1184,3.3780,1.4215
117,61.7168,2.3940,1.4215
117,63.9210,3.7851,1.4215
118,44.1577,0.5972,0.0619
118,42.0804,0.9828,0.0619
118,43.2529,1.0173,0.0619
118,43.1418,1.1783,0.0619
118,45.3258,1.8546,0.0619
118,45.8559,2.9612,0.0619
118,44.5578,1.1576,0.0619
118,46.3165,3.7284,0.0619
118,42.9527,0.6808,0.0619
118,41.8714,-0.1385,0.0619
119,50.3793,0.3089,-0.7314
119,56.6197,1.7964,-0.7314
119,51.5486,0.2604,-0.7314
119,58.6401,1.8375,-0.7314
119,51.4763,0.4280,-0.7314
119,59.6164,1.8874,-0.7314
119,49.2364,0.3444,-0.7314
119,58.4427,2.1903,-0.7314
119,43.4981,-0.9818,-0.7314
119,50.6392,0.1237,-0.7314
120,55.7428,0.2159,-0.0180
120,49.8049,2.1201,-0.0180
120,55.8231,0.0192,-0.0180
120,53.5313,0.9731,-0.0180
120,50.0186,1.3353,-0.0180
120,54.2742,0.7547,-0.0180
120,55.3410,0.3183,-0.0180
120,52.9539,1.7648,-0.0180
120,56.6857,0.3059,-0.0180
120,52.4038,1.3645,-0.0180
121,36.6437,0.2410,-0.6241
121,51.3903,2.6688,-0.6241
121,37.0404,0.0709,-0.6241
121,48.2717,1.6379,-0.6241
121,39.2739,0.8616,-0.6241
121,51.5232,2.6508,-0.6241
121,38.5905,0.6270,-0.6241
121,41.0534,0.8941,-0.6241
121,44.4677,1.4854,-0.6241
121,47.6244,1.9220,-0.6241
122,39.4813,-0.1472,-0.1858
122,36.7130,-0.5580,-0.1858
122,42.2271,0.4665,-0.1858
122,39.2071,-0.6813,-0.1858
122,38.9034,-1.3147,-0.1858
122,41.8949,0.1123,-0.1858
122,42.9217,0.2774,-0.1858
122,38.1750,-1.2297,-0.1858
122,39.3909,-0.0904,-0.1858
122,38.8039,-0.9300,-0.1858
123,46.3127,-0.7683,0.6631
123,46.6579,-0.5706,0.6631
123,48.1482,-0.5165,0.6631
123,50.6429,0.4936,0.6631
123,47.0777,-0.4480,0.6631
123,51.2794,0.2908,0.6631
123,49.6661,0.2797,0.6631
123,49.1667,0.3694,0.6631
123,51.8927,1.5197,0.6631
123,50.1732,-0.3254,0.6631
124,64.7768,2.1908,-0.1339
124,59.6676,0.5414,-0.1339
124,65.7356,2.7465,-0.1339
124,60.7034,0.8447,-0.1339
124,58.2012,-0.1714,-0.1339
124,57.8113,-0.9293,-0.1339
124,60.7942,1.0707,-0.1339
124,63.8676,1.9075,-0.1339
124,56.9541,0.1338,-0.1339
124,59.2409,0.3696,-0.1339
125,41.5800,0.0042,0.7171
125,42.4325,-0.3361,0.7171
125,40.8016,-0.4486,0.7171
125,41.3205,-0.6517,0.7171
125,45.4909,-1.5724,0.7171
125,46.5273,-1.4981,0.7171
125,40.3015,-0.4737,0.7171
125,45.5240,-2.5438,0.7171
125,40.7639,0.3355,0.7171
125,42.4493,-0.6644,0.7171
126,50.8503,0.1054,1.0305
126,51.6495,-0.1642,1.0305
126,50.0274,0.6517,1.0305
126,52.8727,2.4607,1.0305
126,49.8177,1.7109,1.0305
126,49.5423,0.0478,1.0305
126,49.7836,2.1171,1.0305
126,49.2411,0.0372,1.0305
126,49.7955,1.3113,1.0305
126,49.4368,2.3870,1.0305
127,63.4096,2.0788,1.8559
127,64.3938,2.2393,1.8559
127,61.0294,1.6958,1.8559
127,59.0313,1.4710,1.8559
127,61.8686,1.8894,1.8559
127,55.7667,1.1965,1.8559
127,55.9078,1.1252,1.8559
127,56.9019,1.3101,1.8559
127,50.0806,0.2904,1.8559
127,51.6925,0.6103,1.8559
128,35.4481,-0.0912,-0.1103
128,38.2901,-0.2549,-0.1103
128,37.0850,-0.5089,-0.1103
128,39.5460,-0.6352,-0.1103
128,37.6068,-0.0824,-0.1103
128,39.6881,-1.8587,-0.1103
128,36.1788,0.7554,-0.1103
128,36.2462,-0.1400,-0.1103
128,36.5247,0.1777,-0.1103
128,35.9275,0.0862,-0.1103
129,40.9235,1.1417,-0.7862
129,36.5402,0.0609,-0.7862
129,36.1910,-0.0044,-0.7862
129,30.4666,-0.6356,-0.7862
129,37.1897,-0.0271,-0.7862
129,28.8829,-1.5791,-0.7862
129,35.8584,-0.1361,-0.7862
129,37.0759,0.1420,-0.7862
129,29.9553,-1.2835,-0.7862
129,38.3686,0.4069,-0.7862
130,46.3058,-1.9139,-0.6269
130,47.2329,-1.9816,-0.6269
130,48.8785,-1.5758,-0.6269
130,44.7370,-2.0743,-0.6269
130,58.8281,-0.0867,-0.6269
130,69.3164,0.9383,-0.6269
130,51.1815,-1.0885,-0.6269
130,52.7605,-1.0870,-0.6269
130,58.7544,-0.0550,-0.6269
130,56.1203,-0.4789,-0.6269
131,51.2681,1.1253,0.0110
131,49.3563,1.2461,0.0110
131,48.7367,1.9072,0.0110
131,54.5933,0.6235,0.0110
131,47.3389,3.2495,0.0110
131,51.5655,1.6541,0.0110
131,50.6010,0.6449,0.0110
131,52.1168,-0.4274,0.0110
131,51.2707,2.0934,0.0110
131,51.0009,0.5928,0.0110
132,42.0329,-1.2765,0.5793
132,44.3469,-0.7571,0.5793
132,47.5965,0.6846,0.5793
132,44.2679,-0.7834,0.5793
132,43.7532,-0.5094,0.5793
132,51.3675,1.9432,0.5793
132,47.1807,0.2943,0.5793
132,44.4391,-0.9258,0.5793
132,43.4191,-1.2072,0.5793
132,48.1283,0.3251,0.5793
133,33.0565,-0.6800,-0.5441
133,32.7738,0.0995,-0.5441
133,31.7916,0.9045,-0.5441
133,32.1508,-0.5701,-0.5441
133,31.1880,-0.1249,-0.5441
133,32.3743,1.3637,-0.5441
133,33.5292,0.3122,-0.5441
133,33.0217,0.6490,-0.5441
133,32.6661,0.2963,-0.5441
133,33.0157,1.8420,-0.5441
134,47.9082,0.2707,0.4480
134,48.3271,0.0301,0.4480
134,45.6032,-2.8807,0.4480
134,45.6809,-0.9912,0.4480
134,46.4192,-1.7197,0.4480
134,50.2468,0.4464,0.4480
134,49.3056,0.4595,0.4480
134,51.0255,0.7288,0.4480
134,47.1224,-1.4495,0.4480
134,51.2114,0.0055,0.4480
135,47.5401,-2.5898,-1.0809
135,44.3318,-0.5292,-1.0809
135,43.5945,-0.9972,-1.0809
135,41.8758,-0.0957,-1.0809
135,43.2136,-0.9025,-1.0809
135,42.2432,0.0089,-1.0809
135,45.1487,-1.2106,-1.0809
135,43.4250,-0.0930,-1.0809
135,40.8870,-1.3813,-1.0809
135,40.4622,0.3409,-1.0809
136,45.9242,1.0311,0.4246
136,49.8042,3.0431,0.4246
136,40.1398,-0.4093,0.4246
136,41.2788,-0.0799,0.4246
136,45.1140,1.3580,0.4246
136,43.1533,-0.8591,0.4246
136,39.4033,-0.8664,0.4246
136,39.3050,-0.9434,0.4246
136,44.9983,0.9700,0.4246
136,44.7680,0.8799,0.4246
137,51.8635,-0.1615,-1.9013
137,49.3763,-0.3764,-1.9013
137,40.0450,-1.5669,-1.9013
137,37.1443,-2.1588,-1.9013
137,35.1636,-2.1860,-1.9013
137,44.4412,-1.1564,-1.9013
137,54.0840,0.3256,-1.9013
137,68.3093,2.1042,-1.9013
137,41.8092,-1.2005,-1.9013
137,49.9776,-0.2601,-1.9013
138,46.7947,0.6217,1.6208
138,45.1929,2.3103,1.6208
138,41.8956,1.4278,1.6208
138,42.9859,2.2222,1.6208
138,46.0430,0.3267,1.6208
138,42.8991,1.6865,1.6208
138,44.1544,0.7551,1.6208
138,44.2934,0.3854,1.6208
138,43.5236,1.1375,1.6208
138,43.7559,0.8080,1.6208
139,49.1825,-0.6691,-0.3296
139,57.3164,0.6834,-0.3296
139,45.6640,-1.9418,-0.3296
139,50.6816,0.1966,-0.3296
139,50.7386,-0.4156,-0.3296
139,56.3361,1.2482,-0.3296
139,49.7337,-1.0028,-0.3296
139,47.8021,-0.7522,-0.3296
139,57.8673,1.6662,-0.3296
139,53.1813,0.8897,-0.3296
140,51.1469,1.1246,0.7979
140,59.9814,2.2283,0.7979
140,63.0776,2.9439,0.7979
140,50.7882,1.0746,0.7979
140,46.2894,0.0892,0.7979
140,55.7255,1.6758,0.7979
140,62.8954,3.2182,0.7979
140,57.5558,1.8817,0.7979
140,52.7076,1.2619,0.7979
140,50.3536,0.7301,0.7979
141,38.3866,1.8042,0.0307
141,35.1291,3.0098,0.0307
141,38.7331,-0.7317,0.0307
141,38.9520,-0.0192,0.0307
141,38.8644,-0.0453,0.0307
141,37.8484,-0.3691,0.0307
141,35.4042,2.1579,0.0307
141,38.1819,0.5032,0.0307
141,39.3897,1.1949,0.0307
141,38.9540,0.0315,0.0307
142,29.1501,-2.0695,-0.2594
142,36.2336,-0.1188,-0.2594
142,39.4363,0.7326,-0.2594
142,36.8119,-0.3099,-0.2594
142,32.3817,-1.3910,-0.2594
142,28.6864,-1.7823,-0.2594
142,34.1778,-0.8530,-0.2594
142,40.3520,0.4627,-0.2594
142,32.7024,-1.9295,-0.2594
142,31.4340,-1.6795,-0.2594
143,41.3016,0.7359,0.8141
143,37.7900,0.2447,0.8141
143,33.3267,-2.4902,0.8141
143,43.0826,1.1602,0.8141
143,41.8066,1.3048,0.8141
143,35.9966,0.2941,0.8141
143,31.9657,-2.8678,0.8141
143,38.7526,0.6095,0.8141
143,43.2988,1.6149,0.8141
143,36.7712,-0.8670,0.8141
144,73.3121,0.9432,-1.6671
144,59.6620,-0.7679,-1.6671
144,45.3187,-2.1852,-1.6671
144,54.0080,-1.3918,-1.6671
144,42.0040,-2.2908,-1.6671
144,44.6760,-2.0484,-1.6671
144,56.5620,-1.2520,-1.6671
144,54.4920,-1.1121,-1.6671
144,47.7073,-1.8311,-1.6671
144,43.3773,-2.3266,-1.6671
145,57.3423,-0.9666,1.0473
145,61.5900,0.4215,1.0473
145,60.2461,0.1045,1.0473
145,62.0358,0.9133,1.0473
145,64.7183,2.3707,1.0473
145,62.5777,0.2413,1.0473
145,63.0495,1.2255,1.0473
145,65.2879,1.9913,1.0473
145,55.7283,-0.9183,1.0473
145,64.5473,1.8383,1.0473
146,43.1242,-0.1681,1.3517
146,51.0531,0.8927,1.3517
146,47.8532,0.4949,1.3517
146,40.2368,-1.5501,1.3517
146,44.6302,-0.1008,1.3517
146,55.0719,1.6867,1.3517
146,46.3232,0.0526,1.3517
146,46.3817,-0.2885,1.3517
146,53.3967,1.3299,1.3517
146,44.7501,-0.4271,1.3517
147,53.4909,-0.7216,-1.1371
147,53.9883,-0.4950,-1.1371
147,58.2280,-0.0190,-1.1371
147,53.1940,-1.0186,-1.1371
147,40.8752,-2.6490,-1.1371
147,61.4394,0.6653,-1.1371
147,44.7622,-2.3528,-1.1371
147,59.0776,0.1659,-1.1371
147,54.9306,-0.4012,-1.1371
147,57.5891,0.5358,-1.1371
148,40.6148,0.9314,-0.3230
148,40.3244,1.2757,-0.3230
148,41.6097,-0.0035,-0.3230
148,37.7979,-0.0230,-0.3230
148,41.5552,0.7187,-0.3230
148,40.0353,0.7230,-0.3230
148,39.1384,0.6711,-0.3230
148,38.9757,0.2919,-0.3230
148,41.4025,-0.1058,-0.3230
148,40.4425,0.7377,-0.3230
149,45.1237,-2.2616,0.0412
149,43.6112,-2.9501,0.0412
149,51.0170,-0.6349,0.0412
149,54.5795,0.1753,0.0412
149,50.5499,-0.6677,0.0412
149,53.7354,-0.2643,0.0412
149,51.5724,-0.5339,0.0412
149,47.8798,-1.5397,0.0412
149,46.3610,-1.7707,0.0412
149,51.4017,-0.7302,0.0412
150,31.2148,-2.5592,-0.0639
150,39.2115,-0.4673,-0.0639
150,46.6487,1.0678,-0.0639
150,39.0477,-0.7455,-0.0639
150,41.5525,0.4211,-0.0639
150,43.3584,0.4493,-0.0639
150,46.2111,1.2205,-0.0639
150,40.0663,-1.0388,-0.0639
150,43.8430,0.8668,-0.0639
150,41.1133,-0.2331,-0.0639
151,57.9226,-0.2077,1.7816
151,58.1095,0.0882,1.7816
151,58.5517,0.0040,1.7816
151,61.8408,0.6179,1.7816
151,55.4821,-0.2331,1.7816
151,49.8769,-1.0755,1.7816
151,53.2425,-0.5402,1.7816
151,60.0772,0.6774,1.7816
151,44.8735,-1.5001,1.7816
151,60.2785,0.0965,1.7816
152,58.8416,0.6294,1.3100
152,60.7268,0.6125,1.3100
152,68.7990,3.1470,1.3100
152,61.7158,1.5662,1.3100
152,53.2524,-1.0724,1.3100
152,56.6653,0.6749,1.3100
152,57.0436,-0.4491,1.3100
152,62.8196,1.5842,1.3100
152,56.9758,0.1227,1.3100
152,63.1056,1.7759,1.3100
153,44.7243,0.1932,-0.2052
153,51.0291,2.1110,-0.2052
153,45.9402,0.7942,-0.2052
153,39.7103,-1.2679,-0.2052
153,43.9360,-1.2192,-0.2052
153,45.9490,0.9599,-0.2052
153,41.7577,-0.9063,-0.2052
153,42.9002,-0.3228,-0.2052
153,44.0330,-0.9968,-0.2052
153,42.2459,-0.9658,-0.2052
154,50.0365,-0.3773,0.4305
154,55.9669,1.0011,0.4305
154,49.3774,-0.8218,0.4305
154,52.9131,-0.1910,0.4305
154,49.8037,-1.0998,0.4305
154,49.2935,-0.0743,0.4305
154,46.2673,-1.7347,0.4305
154,52.3350,-0.0475,0.4305
154,48.5516,-1.3374,0.4305
154,46.2923,-1.4872,0.4305
155,40.6368,-1.7720,-0.3330
155,44.5843,0.7698,-0.3330
155,41.0398,-0.9508,-0.3330
155,43.3949,0.1290,-0.3330
155,39.5993,-0.9039,-0.3330
155,43.2697,0.4233,-0.3330
155,42.0502,-0.3462,-0.3330
155,40.2079,-0.1699,-0.3330
155,41.4113,-0.6679,-0.3330
155,44.4468,-0.0262,-0.3330
156,55.9206,-1.6915,0.1129
156,71.8709,0.0857,0.1129
156,61.5437,-0.9846,0.1129
